#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
5,Tue Sep 06 12:13:09 EDT 2022,2,0,A2Modularity,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure+ DerivedPrintIsNotDirect+ DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect+ InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse+ PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,WekaFileSizeTest ,0,5,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
5,Tue Sep 06 12:13:09 EDT 2022,2,0,A2Modularity,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure+ DerivedPrintIsNotDirect+ DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect+ InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse+ PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,WekaFileSizeTest ,0,5,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
6,Tue Sep 06 13:06:42 EDT 2022,2,0,A2GeneralStyle,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,WekaFileSizeTest ,1,0,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(0.0/5.0) A2CommonSignaturesAreInherited-(0.0/5.0) A2Encapsulation-(0.0/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(0.0/2.0) A2NoStarImports-(0.0/2.0) A2NonPublicAccessModifiersMatched-(0.0/5.0) A2PackageDeclarations-(0.0/2.0) A2PublicMethodsOverride-(0.0/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
6,Tue Sep 06 13:06:42 EDT 2022,2,0,A2GeneralStyle,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest ,WekaFileSizeTest ,1,0,true,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,BasicMainTest CompareSafetyComputationsTest DerivingMainTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest InferringMainTest InterpolatingMainTest PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride F21A2NoCheckstyleWarnings ,A2CommonPropertiesInherited-(0.0/5.0) A2CommonSignaturesAreInherited-(0.0/5.0) A2Encapsulation-(0.0/3.0) A2InterfaceAsType-(0.0/5.0) A2NoHiddenFields-(0.0/2.0) A2NoStarImports-(0.0/2.0) A2NonPublicAccessModifiersMatched-(0.0/5.0) A2PackageDeclarations-(0.0/2.0) A2PublicMethodsOverride-(0.0/5.0) F21A2NoCheckstyleWarnings-(0.0/10.0) , ,
7,Tue Sep 06 13:06:51 EDT 2022,2,0,A2UtilityClassSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest+ , ,1,1,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest , , ,CompareSafetyComputationsTest-(0.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(0.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(0.0/7.0) WekaFileSizeTest-(0.0/10.0) , ,
7,Tue Sep 06 13:06:51 EDT 2022,2,0,A2UtilityClassSuite,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest+ , ,1,1,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest , , ,CompareSafetyComputationsTest-(0.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(0.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(0.0/7.0) WekaFileSizeTest-(0.0/10.0) , ,
8,Tue Sep 06 13:06:52 EDT 2022,2,0,A2Modularity,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,1,2,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
8,Tue Sep 06 13:06:52 EDT 2022,2,0,A2Modularity,SocialDistanceClassRegistryProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,1,2,true,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse , ,DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect InferredPrintIsNotDirect ModelReuse ,DerivedAndInferredPrintCallSharedProcedure-(0.0/5.0) DerivedPrintIsNotDirect-(0.0/2.0) InferredPrintIsNotDirect-(0.0/2.0) ModelReuse-(0.0/10.0) , ,
9,Tue Sep 06 15:53:23 EDT 2022,9,7,A2RequiredClassesSuite,SocialDistanceBasicMainProvided+ SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided+ SocialDistanceInterpolatingMainProvided+ , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,0,true,SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , , ,SafeSocializationTxtProvided-(0.0/1.0) SocialDistanceBasicMainProvided-(1.0/1.0) SocialDistanceClassRegistryProvided-(1.0/1.0) SocialDistanceDerivingMainProvided-(1.0/1.0) SocialDistanceInferringMainProvided-(0.0/1.0) SocialDistanceInterpolatingMainProvided-(1.0/1.0) SocialDistanceUtilityProvided-(0.0/1.0) , ,
9,Tue Sep 06 15:53:23 EDT 2022,9,7,A2RequiredClassesSuite,SocialDistanceBasicMainProvided+ SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided+ SocialDistanceInterpolatingMainProvided+ , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,0,true,SafeSocializationTxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided , , ,SafeSocializationTxtProvided-(0.0/1.0) SocialDistanceBasicMainProvided-(1.0/1.0) SocialDistanceClassRegistryProvided-(1.0/1.0) SocialDistanceDerivingMainProvided-(1.0/1.0) SocialDistanceInferringMainProvided-(0.0/1.0) SocialDistanceInterpolatingMainProvided-(1.0/1.0) SocialDistanceUtilityProvided-(0.0/1.0) , ,
10,Tue Sep 06 15:53:34 EDT 2022,9,0,A2MainClassSuite,SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,1,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest , , ,BasicMainTest-(0.0/25.0) DerivingMainTest-(0.0/10.0) InferringMainTest-(0.0/10.0) InterpolatingMainTest-(0.0/10.0) , ,
10,Tue Sep 06 15:53:34 EDT 2022,9,0,A2MainClassSuite,SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,1,true,BasicMainTest DerivingMainTest InferringMainTest InterpolatingMainTest , , ,BasicMainTest-(0.0/25.0) DerivingMainTest-(0.0/10.0) InferringMainTest-(0.0/10.0) InterpolatingMainTest-(0.0/10.0) , ,
11,Tue Sep 06 15:53:34 EDT 2022,9,0,BasicMainTest,SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,2,false, , , ,BasicMainTest-(0.0/25.0) , ,
11,Tue Sep 06 15:53:34 EDT 2022,9,0,BasicMainTest,SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,2,false, , , ,BasicMainTest-(0.0/25.0) , ,
12,Tue Sep 06 15:53:58 EDT 2022,9,0,A2UtilityClassSuite,SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInterpolatingMainProvided , ,A2CommonPropertiesInherited A2CommonSignaturesAreInherited A2Encapsulation A2InterfaceAsType A2NoHiddenFields A2NoStarImports A2NonPublicAccessModifiersMatched A2PackageDeclarations A2PublicMethodsOverride BasicMainTest BasicModelRegistersObserver ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedAndInferredPrintCallSharedProcedure DerivedPrintIsNotDirect DerivingMainTest DerivingModelRegistersObserver F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest F21A2NoCheckstyleWarnings InferredPrintIsNotDirect InferringMainTest InferringModelRegistersObserver InterpolatingMainTest InterpolatingModelRegistersObserver ModelFactoryTest ModelReuse PrintGivenAndGeneratedCombinationsInferredSafety SafeSocializationTxtProvided SocialDistanceControllerFetchesModelSingleton SocialDistanceControllerWritesModel SocialDistanceInferringMainProvided SocialDistanceMainCallsControllerMethod SocialDistanceMainFetchesViewSingleton SocialDistanceMainSetsModelSingleton SocialDistanceUtilityProvided SocialDistanceViewISAPropertyListener ViewFactoryTest WekaFileSizeTest , ,2,3,true,CompareSafetyComputationsTest F21A2DerivedSafetyVerifier F21A2IsInferredSafeTest PrintGivenAndGeneratedCombinationsInferredSafety WekaFileSizeTest , , ,CompareSafetyComputationsTest-(0.0/10.0) F21A2DerivedSafetyVerifier-(0.0/0.0) F21A2IsInferredSafeTest-(0.0/45.0) PrintGivenAndGeneratedCombinationsInferredSafety-(0.0/7.0) WekaFileSizeTest-(0.0/10.0) , ,
